"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "Body_mass_g" "BodyLength_mm" "Litter_size" "Reproductive_mode" "Age_at_maturity_y" "First_breeding_y" "Longevity_max_y" "Activity" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Scav" "Diet_Fruit" "Diet_Nect" "Diet_Seed" "Diet_Plant" "Fos" "Ter" "Aqu" "Arb" "Aer" "Verticality" "EcoTer" "EcoFresh" "EcoMar" "MajorHabitat_1" "MajorHabitat_2" "MajorHabitat_3" "MajorHabitat_4" "MajorHabitat_5" "MajorHabitat_6" "MajorHabitat_7" "MajorHabitat_8" "MajorHabitat_9" "MajorHabitat_10" "MajorHabitat_12" "MajorHabitat_13" "MajorHabitat_14" "MajorHabitat_15" "MajorHabitat_16" "MajorHabitat_17" "MajorHabitatSum" "Habitat_breadth" "PropUrbanArea" "PropCroplandArea" "PropPastureArea" "PropRangeLandArea" "AnnuMeanTemp" "AnnuPrecip" "TempSeasonality" "PrecipSeasonality" "Elevation" "Dispersal_km" "RangeSize_km2" "Head_length_mm" "Eye_diameter_mm" "Interorbital_dist_mm" "Internarial_dist_mm" "Eye_nostril_dist_mm" "MISSING_ALL_TRAITS"
"Bufo mauritanicus" "EEA" "Amphibians" "Sclerophrys mauritanica (Schlegel, 1841)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Sclerophrys" "Bufonidae" "Anura" "Amphibia" "Chordata" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 102.87 150 10000 "Oviparous" 1.5 NA 10 "Nocturnal" "Carnivorous" 1 0 NA 0 0 0 0 0 1 1 0 0 0.5 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 4 NA 0.004155155 0.174051565 0.022226318 0.080620484 17.70791686 315.443393 6531.651013 54.00151454 776.6112487 NA 1149500 20.29 7.1 2.25 4.2708333335 3.3 "NO"
"Bufotes viridis" "SPEED2ZERO" "Amphibians" "Bufotes viridis (Laurenti, 1768)" "SPECIES" "INN" NA "RE" "LEAST_CONCERN" "Bufotes" "Bufonidae" "Anura" "Amphibia" "Chordata" 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 40.73 70.48 7666 "Oviparous" 3 2.52438356164384 11 "Cathemeral" "Carnivorous" 1 0 0 0 0 0 0 0 1 1 0 0 0.5 1 1 0 1 0 1 1 1 0 0 0 0 0 0 0 1 1 0 0 6 12 0.005580011 0.20294324 0.066434329 0.025176965 8.414838934 631.908418 8562.91588 29.30653427 255.0593118 5.737 4815800 20.29 7.1 19.6 4.31 5.48 "NO"
"Calotriton arnoldi" "EEA" "Amphibians" "Calotriton arnoldi Carranza & Amat, 2005" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Calotriton" "Salamandridae" "Caudata" "Amphibia" "Chordata" 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 25.24 102 20 "Oviparous" 3.5 3.75 12 "Nocturnal" "Carnivorous" 1 0 0 0 0 0 0 0 0 1 0 0 0.5 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 4 0.035787302 0.06097775 0.019592219 0 12.7455159 771.8819559 5756.516622 23.14224169 425.3544772 3.761 12100 15.375 4.7 4.92 2.515 4.85 "NO"
"Calotriton asper" "EEA" "Amphibians" "Calotriton asper (Dugès, 1852)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Calotriton" "Salamandridae" "Caudata" "Amphibia" "Chordata" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7.1 160 25 "Oviparous" 3 2.05498630136986 26 "Nocturnal" "Carnivorous" 1 0 0 0 0 0 0 0 1 1 0 0 0.5 1 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 3 4 0.009722856 0.168212966 0.062449521 0 11.64794494 926.7620088 5703.890661 20.89912419 616.9969724 3.248 121000 9.2 5.1 4.5 4.2 3.3 "NO"
"Chioglossa lusitanica" "EEA" "Amphibians" "Chioglossa lusitanica Bocage, 1864" "SPECIES" NA "Yes" NA "NEAR_THREATENED" "Chioglossa" "Salamandridae" "Caudata" "Amphibia" "Chordata" 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4.2 160 20 "Oviparous" 4.25 2.15317808219178 8 "Nocturnal" "Carnivorous" 1 0 0 0 0 0 0 0 1 1 0 0 0.5 1 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 3 4 0.011853788 0.059380342 0.051669096 0 12.81409185 1245.136095 4276.352739 44.89272432 421.5857738 2.998 145200 10.1133333315 4.02 4.92 3.75 3.3 "NO"
"Discoglossus galganoi" "EEA" "Amphibians" "Discoglossus galganoi Capula, Nascetti, Lanza, Bullini & Crespo, 1985" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Discoglossus" "Alytidae" "Anura" "Amphibia" "Chordata" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 21.8 80 900 "Oviparous" 4 1.89041095890411 9 "Cathemeral" "Carnivorous" 1 1 0 0 0 0 0 1 1 1 0 0 0.25 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 4 10 0.006625029 0.17403268 0.077325737 0 14.18777513 797.4344838 5466.805096 47.2099643 511.3019448 4.321 471900 20.29 3.6 4.5 3.5 4.85 "NO"
"Discoglossus jeanneae" "EEA" "Amphibians" "Discoglossus jeanneae Busack, 1986" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Discoglossus" "Alytidae" "Anura" "Amphibia" "Chordata" 1 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3.9 60 1500 "Oviparous" 2 1.57438356164384 15 "Cathemeral" "Carnivorous" 1 0 0 0 0 0 0 1 1 1 0 0 0.25 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 5 6 0.004172807 0.195799027 0.068057788 0 14.18777513 615.4915612 7841.63925 38.41490982 417.2540979 1.491 568700 10.8 4.1 7.5 3 3.37 "NO"
"Discoglossus montalentii" "EEA" "Amphibians" "Discoglossus montalentii Lanza, Nascetti, Capula & Bullini, 1984" "SPECIES" NA "Yes" NA "NEAR_THREATENED" "Discoglossus" "Alytidae" "Anura" "Amphibia" "Chordata" 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 12.4 65 1000 "Oviparous" 3.5 2 5 "Cathemeral" "Carnivorous" 1 0 0 0 0 0 0 1 1 1 0 0 0.25 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 4 0.000670767 0.005361021 0.005424179 0 13.4870538 837.8946588 5173.28398 47.51623094 180.3855586 5.5 48400 17.45 5.5 4.4 4.2 5.45 "NO"
"Discoglossus pictus" "EEA" "Amphibians" "Discoglossus pictus Otth, 1837" "SPECIES" NA "No" NA "LEAST_CONCERN" "Discoglossus" "Alytidae" "Anura" "Amphibia" "Chordata" 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 22.05 80 760 "Oviparous" 4 2.69416438356164 10 "Cathemeral" "Carnivorous" 1 1 0 0 0 0 0 1 1 1 0 0 0.25 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 5 15 0.008863175 0.260132731 0.023269545 0.014893632 16.67755595 469.5992878 6263.947876 47.04383926 451.4268704 4.978 520300 17.45 3.6 4.5 4.445 7.93 "NO"
"Discoglossus sardus" "EEA" "Amphibians" "Discoglossus sardus Tschudi, 1837" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Discoglossus" "Alytidae" "Anura" "Amphibia" "Chordata" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3.9 70 1000 "Oviparous" 3 3.04041095890411 5 "Cathemeral" "Carnivorous" 1 1 0 0 0 0 0 1 1 1 0 0 0.25 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 3 7 0.002663931 0.055473124 0.041023697 0 15.1804816 695.5635232 5149.005345 51.37613895 180.1635106 6.225 133100 16.8 5.65 4.15 3.75 5.1 "NO"
"Epidalea calamita" "SPEED2ZERO" "Amphibians" "Epidalea calamita (Laurenti, 1768)" "SPECIES" "INN" NA "EN" "LEAST_CONCERN" "Epidalea" "Bufonidae" "Anura" "Amphibia" "Chordata" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 62.7 100 3400 "Oviparous" 3.5 2.11232876712329 17 "Nocturnal" "Carnivorous" 1 0 0 0 0 0 0 0 1 0 0 0 0.5 1 1 0 1 0 1 1 1 0 0 1 0 0 0 0 1 1 0 0 7 16 0.009464153 0.183007173 0.064548165 0 10.39344917 732.0610011 6335.216393 28.28571891 314.9758565 7.665 3182300 16.6 9 6.3 3.95 5.45 "NO"
"Euproctus montanus" "EEA" "Amphibians" "Euproctus montanus (Savi, 1838)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Euproctus" "Salamandridae" "Caudata" "Amphibia" "Chordata" 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2.5 130 60 "Oviparous" 3.5 2.97657534246575 15 "Nocturnal" "Carnivorous" 1 0 0 0 0 0 0 1 1 1 0 0 0.25 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 3 6 0.000614716 0.0047213 0.004769384 0 13.6877031 818.7562478 5175.394269 46.99757081 153.7600523 3.674 48400 12.5 3.1 3.8 4.2 4.85 "NO"
"Euproctus platycephalus" "EEA" "Amphibians" "Euproctus platycephalus (Gravenhorst, 1829)" "SPECIES" NA "Yes" NA "VULNERABLE" "Euproctus" "Salamandridae" "Caudata" "Amphibia" "Chordata" 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5.1 150 220 "Oviparous" 2.5 1.25 4 "Diurnal" "Carnivorous" 1 0 0 0 0 0 0 1 1 1 0 0 0.25 1 1 0 1 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 5 10 0.003117396 0.055980435 0.052803781 0 14.9531903 695.389621 5216.180045 51.00824924 289.63405 3.249 24200 11.7 5.1 3.4 4.2 3.3 "NO"
"Hyla arborea" "SPEED2ZERO" "Amphibians" "Hyla arborea (Linnaeus, 1758)" "SPECIES" "INN" NA "VU" "LEAST_CONCERN" "Hyla" "Hylidae" "Anura" "Amphibia" "Chordata" 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9.5 50 1100 "Oviparous" 1.5 1.83333333333333 22 "Crepuscule" "Carnivorous" 1 0 0 0 0 0 0 0 1 0 1 0 0.75 1 1 0 1 0 1 1 1 0 0 0 0 0 0 0 1 1 1 0 7 20 0.007635246 0.193291875 0.070585242 0.002464521 10.01272156 725.9959842 7213.320334 32.0526719 469.5221187 3.963 5529700 9.2 3.1 6.3 1.5 3.1 "NO"
"Hyla intermedia" "SPEED2ZERO" "Amphibians" "Hyla intermedia Boulenger, 1882" "SPECIES" "INR" NA "EN" "LEAST_CONCERN" "Hyla" "Hylidae" "Anura" "Amphibia" "Chordata" 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6.27 43.93 1400 "Oviparous" 1.5 1.57765753424658 5 "Cathemeral" "Carnivorous" 1 0 0 0 0 0 0 0 1 0 1 0 0.75 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 3 4 0.013669455 0.146999453 0.048615923 0 13.02099706 821.494768 6370.302823 32.85835534 430.5080248 3.343 508200 10.8 3.375 4.5 2.785 2.915 "NO"
"Hyla meridionalis" "EEA" "Amphibians" "Hyla meridionalis Boettger, 1874" "SPECIES" NA "No" NA "LEAST_CONCERN" "Hyla" "Hylidae" "Anura" "Amphibia" "Chordata" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3.11 65 900 "Oviparous" 1.5 0.493150684931507 6 "Nocturnal" "Omnivorous" 1 0 0 0 0 0 1 0 1 1 1 0 0.75 1 1 0 1 0 1 1 1 0 0 1 0 0 0 0 0 1 0 0 6 15 0.005973476 0.227673286 0.052631035 0.005906957 16.02170682 540.4644689 5826.01419 52.63903841 547.3348633 3.169 1633500 11.7 5.45 10.1 3.4 3.3 "NO"
"Hyla sarda" "EEA" "Amphibians" "Hyla sarda (De Betta, 1853)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Hyla" "Hylidae" "Anura" "Amphibia" "Chordata" 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 50 625 "Oviparous" 1.5 1.29498630136986 5 "Crepuscule" "Carnivorous" 1 0 0 0 0 0 0 0 1 1 1 0 0.75 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 4 5 0.002613401 0.053371048 0.039341407 0 15.09625606 702.7008152 5155.656159 51.10647513 180.4537616 2.569 108900 12.75 4.02 3.8 3.6 5.48 "NO"
"Hyla savignyi" "EEA" "Amphibians" "Hyla savignyi Audouin, 1827" "SPECIES" NA "No" NA "LEAST_CONCERN" "Hyla" "Hylidae" "Anura" "Amphibia" "Chordata" 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 40.73 49 600 "Oviparous" 3.5 2.5 5 "Crepuscule" "Carnivorous" 1 0 0 0 0 0 0 0 0 1 1 0 0.75 1 1 0 0 0 1 1 1 0 0 1 0 0 0 0 1 1 1 0 7 18 0.006763927 0.175238729 0.055704763 0.096025741 15.30286512 480.3988674 8348.322743 77.73467819 1199.381918 5.066 1730300 25.88 10 16.82 6.55 7.93 "NO"
"Ichthyosaura alpestris" "SPEED2ZERO" "Amphibians" "Ichthyosaura alpestris (Laurenti, 1768)" "SPECIES" "INN" NA "LC" "LEAST_CONCERN" "Ichthyosaura" "Salamandridae" "Caudata" "Amphibia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3.9 87.5 131.5 "Oviparous" 2.5 2.01386301369863 20 "Cathemeral" "Carnivorous" 1 0 0 0 0 0 0 0 1 0 0 0 0.5 1 1 0 1 0 1 1 1 0 0 0 0 0 0 0 1 1 0 0 6 18 0.011201256 0.159501649 0.073440532 0 9.352783825 877.6274487 6556.878149 23.8177383 479.1684485 4.766 2395800 12.5 5.1 4.5 4.445 2.915 "NO"
"Lissotriton boscai" "EEA" "Amphibians" "Lissotriton boscai (Lataste, 1879)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Lissotriton" "Salamandridae" "Caudata" "Amphibia" "Chordata" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1.77 100 250 "Oviparous" 3 2 8 "Nocturnal" "Omnivorous" 1 1 0 0 0 0 1 0 1 1 0 0 0.5 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 1 0 6 12 0.006892566 0.140133182 0.08624111 0 14.51851965 852.2775894 5274.09337 50.36717631 449.61784 5.392 399300 12.6 3.6 6.3 3.75 7.93 "NO"
"Lissotriton helveticus" "SPEED2ZERO" "Amphibians" "Lissotriton helveticus (Razoumovsky, 1789)" "SPECIES" "INN" NA "VU" "LEAST_CONCERN" "Lissotriton" "Salamandridae" "Caudata" "Amphibia" "Chordata" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1.8 95 460 "Oviparous" 3.5 2.194 11 "Nocturnal" "Carnivorous" 1 1 0 0 0 0 0 0 1 1 0 0 0.5 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 5 12 0.012454829 0.159738533 0.084705272 0 10.44156586 915.8734912 5279.800786 19.06143828 298.4750974 4.912 1730300 14.75 5.45 7.5 3.75 5.48 "NO"
"Lissotriton italicus" "EEA" "Amphibians" "Lissotriton italicus (Peracca, 1898)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Lissotriton" "Salamandridae" "Caudata" "Amphibia" "Chordata" 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.98 80 400 "Oviparous" 2.5 2.55498630136986 5 "Nocturnal" "Carnivorous" 1 0 0 0 0 0 0 0 1 0 0 0 0.5 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 5 8 0.010174899 0.141220142 0.060303254 0 14.3403547 722.5694294 6011.677727 36.58396909 337.3142486 1.94 217800 10.8 4.02 4.92 3.4 2.915 "NO"
"Lissotriton montandoni" "EEA" "Amphibians" "Lissotriton montandoni (Boulenger, 1880)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Lissotriton" "Salamandridae" "Caudata" "Amphibia" "Chordata" 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2.6 100 250 "Oviparous" 3 1.55159726027397 15 "Cathemeral" "Carnivorous" 1 1 0 0 0 0 0 0 1 0 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 4 7 0.006845282 0.132788763 0.065228537 0 7.330953828 768.3123781 7841.63925 38.37788169 602.6580141 2.269 302500 17.45 4.2 10.1 3.85 3.1 "NO"
